"ID","response"
983264611,"Animals: I often thought if they might seem related from an evolutionary biology perspective. E.g., mules, donkeys, and horses seemed related to one another because, if I recall correctly, mules are the product of donkeys and horses mating. I was a bit lazy when it came to aquatic animals (e.g., if it lives in the water, I put them in the same group). \n\nFor foods, it is somewhat difficult for me to put into words my thinking. In short, I just considered whether two items were comparably similar. I did NOT consider beef and pork or beef and chicken to be similar, but I would consider things like apples and oranges to be similar (in the latter case, both are considered table fruit). In the former case, however, I consider them quite distinct (even though they could arguably be considered meat) in that beef requires much more resources to produce relative to pork or chicken; health consequences may vary quite a bit, too. For occupations, I think i was the most specific - I would not consider two items to be of the same group unless they performed a similar role for society (e.g., attorneys and lawyers) and/or of a similar level of exclusivity (e.g., CEOs, COOs, and CFOs). "
775945506,"For animals I was thinking of which type of animal they were - i.e. land based, water based, lizard family, big cat family. For foods I was thinking of food group i.e. carbs, fruits, etc. For profession I was just grouping them by similar occupations i.e. nurse and doctor together, CFO and CEO together, etc."
880566561,"Same types (mammals, healthcare, vegetables) \nRelated (predator-prey, recipe ingredients) "
125591951,"Just to know what is the word and grouping was the easy part"
743239354,"For animals, it was a mix between grouping by types of animals (i.e big cat, reptiles, insects etc.) or grouping by where they are found in the world (oceans, fresh water, african savanna etc.).\n\nFor foods, it was a mix between grouping by food types (dairy, meats, fruits, vegetables etc.) but sometimes i'd group by association without thinking about it too much (bread and hotdog for example)\n\nFor occupations i'd group by things such as public service (teachers, police, fireman etc.), higher paying jobs in which you'd need a degree (lawyer, doctor, optomotrist etc.) or by association (actor, director etc.)"
161662911,"animals - similar so ground animals, birds and water\nFood - things that go together, all fruit and veg, meats, italian, uddings\nOccupations - similar jobs"
859836104,"animals - looked for relationship between animals e.g. cow, pig - farmyard animals\nfoods - looked for foods in same categories e.g. types of pasta, milk based products\noccupations -looked for occupations that took place in similar environments or of a similar standing e,g, professional vs littlt qualified"
950132097,"It was based on whether the types were similar or not. Big cats would be grouped together for instance.\n\nAlso with food I often decided based on whether the foods would be eaten together such as bacon and eggs."
154570849,"Animals - Country/environment (farm/safari etc)\n\nFood - fruit/veg/meat/grain\n\nOccupations - place of work/hierarchical peers "
665399292,"Fruits, weather foods went together, where occupations were similar, office based or front facing.  Whether animals were similar types, pets, from the sea"
639432329,"Paired by taxonomy or species"
634903162,"Animals big cats, birds, sea creatures. Foods into fruits, vegetables, breads, meats.\noccupations - medical, banking, politicians"
608912115,"I formed sub groups in my head and then placed what felt right together:\nAnimals: predator/prey, number of legs, climate they live,\nFoods: healthy, colour, what you eat together, sweet or savoury\nOccupations: types of jobs that work together such as healthcare or design work"
852413259,"animals - physical appearance. Foods - meals I would use them in. Occupations - similar industries."
767538427,"animals - location of where they were found, food - type of food it was, occupations - how much education needed and role in society."
452996721,"I started of with categories in mind, ie, fruit, vegetables, legal jobs, zoo animals, but as it went on I realised that many things overlap groups. So instead I just decided to focus on the two words in front of me and see if I could see an obvious link."
191398764,"used animal types eg Apes, Water animals\nfoor types where foods that looked similar\nand occupations was roles thater were similar\n"
89755379,"animals - i tried to group animals that belong to the same type or species\nfoods - i used a similar approach trying to group words that belong to same family\noccupations - i grouped job titles that i would consider to belong in the same group\n"
887219902,"Whether they were a thing or a group of things. Did get a few wrong - realised straight after that venus fytrap is a planyt that eats animals and not an animal! Some were hard - could be a thing or a name form a group of things. Some of the foods I didn't know. "
972372682,"Really just like are they both fruits in general or if like both businesses are typically known to each other \n"
973432878,"sometimes animals i expect to see together like farm animals, animals in Australia, pets. jobs that are professional or related in their field like science. foods made from each otherlike potatoes and fries "
524407968,"For animals, I categorized by whether they were domestic or not. Occupations were based on similarity of the markets for the jobs mentioned. Foods were only based on their association with each other."
306901622,"For animals I looked at reptiles/mammals/birds/felines and then in some I broke it down into pets like cat and dogs.\nFoods I broke it down to ingredients/meals/meats/snacks/fruit/veg.\nAnd occupations I looked at similar occupations in similar fields as being categorised together "
554290867,""
708313247,"Animals: I used the strategy of their similarity in appearance (polar bear vs grizzly bear) and their general biome (so, elephants and gazelles both live in a desert biome.)\nFoods: I grouped them into fruits and vegetables, or if they would go together mealwise (fries and burgers, for example, or ice cream and chocolate)\nOccupations: I grouped them by their type of service (public service like teacher and fireman) or by the general domain they occupy (medicine includes both vets and doctors.) "
490084694,"Occupations that worked closely together or a similar professions. Foods such a takeaways or foods that’s grow the same way. \nAnimals that were domesticated eg cat and dog. Animal sizes. Animals that could bite. Animals that could run fast. "
578920440,"I decided how similar they were. How closely related the animals were to one another. Same for the food groups - how closely related. And I based the occupations mostly on class and location."
807676355,"fish v animals  fly v non-fly  healthcare v law"
539087471,"Animals = what order in the animal kingdom they were in.\n\nFoods = where they would be placed on a menu or in a supermarket.\n\nOccupations = how similar the jobs were"
434618625,"Similar occupations \nSimilar types of animal\nSimilar types of food"
745253256,"whether or not they are ground animals or flight animals. for jobs i wanted professional or trades or artistic."
730384682,"animals- an animal or living in water or a bird as key ideas.\nwas it an occupation?\nmeat, fruit, veg or similar type"
23112658,"I tried to keep simple groups in my head eg vegetable or meat, same with occupations, semi skilled, professional etc"
155469287,"Food types. Number of legs"
896018038,"For animals I grouped them according to their environments\nFor foods I grouped them in their food group\nFor occupations I grouped them according to whether the jobs were similar such as emergency services"
537169955,"If I could draw a connection between them. "
11821876,""
987563186,"I tried to group things into subcategories in foods(ie: fruits, vegetables, meats). For animals, I tried to group words by taxonomy. I happened to get confused during the occupation section and didn't group occupations into subgroups, which made my entire section inaccurate to myself and for the study. "
612061230,"animals - relatedness based on evolutionary history, if they were farm animals, if they were pets, if they lived in the ocean, or in similar environments\n\nfoods - if they were fruits, wheat based, meats, dairy products, fish, ‘ethnic’/cultural foods\n\noccupations - if they require a degree, if they work with people, if they manage people"
1643517,"Animals - if they live in the same areas (land, sea, etc.) \nFoods - if they taste good together or are usually eaten together \noccupations - of the same level and intelligence level that I would think them to be "
14992996,"High level types\nWhether the two words were associated with one another or combined,\nRelied on instinct, so some may change based on time taken to think more about the answer"
471038433,"I grouped animals into crustaceons, feline, bovine, amphibious, etc.  I wasn't sure about some foodstuffs as I've never eaten them let alone know what they are, but I did try and relate them botanically, eg grains, tree fruit, below ground type of food eg tubers, root.  Occupations I related them according to status, and whether they went together in usage"
38131870,"similar groups"
