"domain","model","value","datatype"
"animals","animals ~ occupations",0.00442474606390369,"permuted"
"animals","animals ~ foods",0.0643921812210633,"permuted"
"animals","animals ~ occupations",0.0153498024037268,"permuted"
"animals","animals ~ foods",0.0744445609932202,"permuted"
"animals","animals ~ occupations",0.000885746323172863,"permuted"
"animals","animals ~ foods",0.066000684390979,"permuted"
"animals","animals ~ occupations",0.0360188324968516,"permuted"
"animals","animals ~ foods",0.1008002477549,"permuted"
"animals","animals ~ occupations",0.00498539974593479,"permuted"
"animals","animals ~ foods",0.000163173035583493,"permuted"
"animals","animals ~ occupations",0.00955382817047959,"permuted"
"animals","animals ~ foods",0.0125849441057103,"permuted"
"animals","animals ~ occupations",0.0717709651728368,"permuted"
"animals","animals ~ foods",0.00609540523510575,"permuted"
"animals","animals ~ occupations",0.00366618542803715,"permuted"
"animals","animals ~ foods",0.000148446683363318,"permuted"
"animals","animals ~ occupations",0.0520868141514452,"permuted"
"animals","animals ~ foods",0.000000395906303053615,"permuted"
"animals","animals ~ occupations",0.0200564174231816,"permuted"
"animals","animals ~ foods",0.000135106565105953,"permuted"
"animals","animals ~ occupations",0.132288415072859,"permuted"
"animals","animals ~ foods",0.00311324633211523,"permuted"
"animals","animals ~ occupations",0.146137640695913,"permuted"
"animals","animals ~ foods",0.000566662489993492,"permuted"
"animals","animals ~ occupations",0.044812225280773,"permuted"
"animals","animals ~ foods",0.00259078554739989,"permuted"
"animals","animals ~ occupations",0.00268678476260546,"permuted"
"animals","animals ~ foods",0.0121757193535731,"permuted"
"animals","animals ~ occupations",0.0375114784158797,"permuted"
"animals","animals ~ foods",0.0320995628830008,"permuted"
"animals","animals ~ occupations",0.000380325880269116,"permuted"
"animals","animals ~ foods",0.00349435267074719,"permuted"
"animals","animals ~ occupations",0.00583461496492773,"permuted"
"animals","animals ~ foods",0.00418444598261316,"permuted"
"animals","animals ~ occupations",0.00704772012874582,"permuted"
"animals","animals ~ foods",0.000797440469312213,"permuted"
"animals","animals ~ occupations",0.102221145426758,"permuted"
"animals","animals ~ foods",0.0233437570772514,"permuted"
"animals","animals ~ occupations",0.0653297919965392,"permuted"
"animals","animals ~ foods",0.026247325866481,"permuted"
"animals","animals ~ occupations",0.000658987856433305,"permuted"
"animals","animals ~ foods",0.00116457203802867,"permuted"
"animals","animals ~ occupations",0.000874668502696535,"permuted"
"animals","animals ~ foods",0.0277393022900894,"permuted"
"animals","animals ~ occupations",0.0404174975236616,"permuted"
"animals","animals ~ foods",0.0621304487608802,"permuted"
"animals","animals ~ occupations",0.00898268218191658,"permuted"
"animals","animals ~ foods",0.00000777421450364396,"permuted"
"animals","animals ~ occupations",0.000491106739225826,"permuted"
"animals","animals ~ foods",0.00111156961790164,"permuted"
"animals","animals ~ occupations",0.00944315086147337,"permuted"
"animals","animals ~ foods",0.0131310821070138,"permuted"
"animals","animals ~ occupations",0.0134325967891163,"permuted"
"animals","animals ~ foods",0.000864189076215109,"permuted"
"animals","animals ~ occupations",0.153164821700547,"permuted"
"animals","animals ~ foods",0.0644174138781916,"permuted"
"animals","animals ~ occupations",0.00905029237368813,"permuted"
"animals","animals ~ foods",0.000306921988102348,"permuted"
"animals","animals ~ occupations",0.0742151979094461,"permuted"
"animals","animals ~ foods",0.0797617770580086,"permuted"
"animals","animals ~ occupations",0.00603805487411525,"permuted"
"animals","animals ~ foods",0.00869019774622989,"permuted"
"animals","animals ~ occupations",0.0726628860501578,"permuted"
"animals","animals ~ foods",0.0457258083070454,"permuted"
"animals","animals ~ occupations",0.0180590115781987,"permuted"
"animals","animals ~ foods",0.0191198523674269,"permuted"
"animals","animals ~ occupations",0.0141837012688327,"permuted"
"animals","animals ~ foods",0.000187762045917216,"permuted"
"animals","animals ~ occupations",0.0491558246939348,"permuted"
"animals","animals ~ foods",0.000227699127491528,"permuted"
"animals","animals ~ occupations",0.000605454853939577,"permuted"
"animals","animals ~ foods",0.0186233548845468,"permuted"
"animals","animals ~ occupations",0.00672100386893482,"permuted"
"animals","animals ~ foods",0.0193161750312216,"permuted"
"animals","animals ~ occupations",0.00294822148974172,"permuted"
"animals","animals ~ foods",0.056610017465982,"permuted"
"animals","animals ~ occupations",0.0033444852605452,"permuted"
"animals","animals ~ foods",0.0771162382719239,"permuted"
"animals","animals ~ occupations",0.0496444940984234,"permuted"
"animals","animals ~ foods",0.00673504968185971,"permuted"
"animals","animals ~ occupations",0.0000597959506620858,"permuted"
"animals","animals ~ foods",0.0418739190442151,"permuted"
"animals","animals ~ occupations",0.000253808576537205,"permuted"
"animals","animals ~ foods",0.0191965612515495,"permuted"
"animals","animals ~ occupations",0.00606304797057165,"permuted"
"animals","animals ~ foods",0.00131716737666262,"permuted"
"animals","animals ~ occupations",0.0633143741793561,"permuted"
"animals","animals ~ foods",0.0000205707424584033,"permuted"
"animals","animals ~ occupations",0.039952312832618,"permuted"
"animals","animals ~ foods",0.0542708082222331,"permuted"
"animals","animals ~ occupations",0.00558341839661861,"permuted"
"animals","animals ~ foods",0.00175914880632566,"permuted"
"animals","animals ~ occupations",0.00166438311144718,"permuted"
"animals","animals ~ foods",0.0935126138667549,"permuted"
"animals","animals ~ occupations",0.000393601347109772,"permuted"
"animals","animals ~ foods",0.00814218603641641,"permuted"
"animals","animals ~ occupations",0.00550786877015671,"permuted"
"animals","animals ~ foods",0.0505590771171333,"permuted"
"animals","animals ~ occupations",0.0350954623328859,"permuted"
"animals","animals ~ foods",0.0290834861906764,"permuted"
"animals","animals ~ occupations",0.0379340142022389,"permuted"
"animals","animals ~ foods",0.00151573946972071,"permuted"
"animals","animals ~ occupations",0.0000347552585590051,"permuted"
"animals","animals ~ foods",0.0110677209784439,"permuted"
"animals","animals ~ occupations",0.0269906851607462,"permuted"
"animals","animals ~ foods",0.000205131747044035,"permuted"
"animals","animals ~ occupations",0.0248532619128331,"permuted"
"animals","animals ~ foods",0.0230446720030713,"permuted"
"animals","animals ~ occupations",0.0750577569977774,"permuted"
"animals","animals ~ foods",0.136933192740835,"permuted"
"animals","animals ~ occupations",0.0352738456054014,"permuted"
"animals","animals ~ foods",0.00000102256881708641,"permuted"
"animals","animals ~ occupations",0.0192203166378922,"permuted"
"animals","animals ~ foods",0.17947518453614,"permuted"
"animals","animals ~ occupations",0.0517188005546624,"permuted"
"animals","animals ~ foods",0.0770233105105425,"permuted"
"animals","animals ~ occupations",0.0187106906527278,"permuted"
"animals","animals ~ foods",0.0189099440405482,"permuted"
"animals","animals ~ occupations",0.0124153376209945,"permuted"
"animals","animals ~ foods",0.00104873014764371,"permuted"
"animals","animals ~ occupations",0.0106555184533897,"permuted"
"animals","animals ~ foods",0.00621670094323795,"permuted"
"animals","animals ~ occupations",0.0307894839427228,"permuted"
"animals","animals ~ foods",0.0291420156533973,"permuted"
"animals","animals ~ occupations",0.00303450330977084,"permuted"
"animals","animals ~ foods",0.0131380115592828,"permuted"
"animals","animals ~ occupations",0.0008999482382689,"permuted"
"animals","animals ~ foods",0.0948867171583017,"permuted"
"animals","animals ~ occupations",0.0693897215780081,"permuted"
"animals","animals ~ foods",0.000026667784854254,"permuted"
"animals","animals ~ occupations",0.0122713376943056,"permuted"
"animals","animals ~ foods",0.0150843417516017,"permuted"
"animals","animals ~ occupations",0.000858930183170521,"permuted"
"animals","animals ~ foods",0.0784073916752084,"permuted"
"animals","animals ~ occupations",0.00000309665068513676,"permuted"
"animals","animals ~ foods",0.0149126544916846,"permuted"
"animals","animals ~ occupations",0.0000517262574481654,"permuted"
"animals","animals ~ foods",0.01375554195532,"permuted"
"animals","animals ~ occupations",0.0175519295650561,"permuted"
"animals","animals ~ foods",0.0173990442123929,"permuted"
"animals","animals ~ occupations",0.0196024269667342,"permuted"
"animals","animals ~ foods",0.00794607461088769,"permuted"
"animals","animals ~ occupations",0.00111858303823091,"permuted"
"animals","animals ~ foods",0.0264588505410728,"permuted"
"animals","animals ~ occupations",0.036554311622256,"permuted"
"animals","animals ~ foods",0.0122577107634126,"permuted"
"animals","animals ~ occupations",0.00408534498756634,"permuted"
"animals","animals ~ foods",0.156007055968493,"permuted"
"animals","animals ~ occupations",0.00425049805816829,"permuted"
"animals","animals ~ foods",0.0101561406272816,"permuted"
"animals","animals ~ occupations",0.0828981559895449,"permuted"
"animals","animals ~ foods",0.0273766334928979,"permuted"
"animals","animals ~ occupations",0.0235615771575322,"permuted"
"animals","animals ~ foods",0.00425952739701004,"permuted"
"animals","animals ~ occupations",0.000351422421289618,"permuted"
"animals","animals ~ foods",0.00415812542324286,"permuted"
"animals","animals ~ occupations",0.0501400651014184,"permuted"
"animals","animals ~ foods",0.0244720234775689,"permuted"
"animals","animals ~ occupations",0.00396879112655648,"permuted"
"animals","animals ~ foods",0.00862852895595291,"permuted"
"animals","animals ~ occupations",0.0000709040255583434,"permuted"
"animals","animals ~ foods",0.164841204776467,"permuted"
"animals","animals ~ occupations",0.0279251755689276,"permuted"
"animals","animals ~ foods",0.0445716571477043,"permuted"
"animals","animals ~ occupations",0.0354341352795161,"permuted"
"animals","animals ~ foods",0.0242838261809265,"permuted"
"animals","animals ~ occupations",0.0000835584899718516,"permuted"
"animals","animals ~ foods",0.00218102445449978,"permuted"
"animals","animals ~ occupations",0.0606520594569535,"permuted"
"animals","animals ~ foods",0.0434498980577167,"permuted"
"animals","animals ~ occupations",0.0046814641325051,"permuted"
"animals","animals ~ foods",0.0000526823248148923,"permuted"
"animals","animals ~ occupations",0.00320991005826869,"permuted"
"animals","animals ~ foods",0.0360860834862256,"permuted"
"animals","animals ~ occupations",0.0348568292586221,"permuted"
"animals","animals ~ foods",0.072250226054939,"permuted"
"animals","animals ~ occupations",0.0253531646920245,"permuted"
"animals","animals ~ foods",0.0580375044387847,"permuted"
"animals","animals ~ occupations",0.0660406381706905,"permuted"
"animals","animals ~ foods",0.00206218567880787,"permuted"
"animals","animals ~ occupations",0.0568450157488225,"permuted"
"animals","animals ~ foods",0.0123632795278455,"permuted"
"animals","animals ~ occupations",0.25271529920942,"permuted"
"animals","animals ~ foods",0.027285958848972,"permuted"
"animals","animals ~ occupations",0.0696243736054976,"permuted"
"animals","animals ~ foods",0.0249867064184324,"permuted"
"animals","animals ~ occupations",0.00624079512822069,"permuted"
"animals","animals ~ foods",0.00122390146901207,"permuted"
"animals","animals ~ occupations",0.0073313639135197,"permuted"
"animals","animals ~ foods",0.000323292586201849,"permuted"
"animals","animals ~ occupations",0.00240610888932873,"permuted"
"animals","animals ~ foods",0.0511612410683676,"permuted"
"animals","animals ~ occupations",0.00261602047269839,"permuted"
"animals","animals ~ foods",0.00657555706292592,"permuted"
"animals","animals ~ occupations",0.049870324429872,"permuted"
"animals","animals ~ foods",0.0327843916424263,"permuted"
"animals","animals ~ occupations",0.0476538356199389,"permuted"
"animals","animals ~ foods",0.00460407988047053,"permuted"
"animals","animals ~ occupations",0.347961520125555,"permuted"
"animals","animals ~ foods",0.0228937547067856,"permuted"
"animals","animals ~ occupations",0.00000315959671554645,"permuted"
"animals","animals ~ foods",0.00253749223858708,"permuted"
"animals","animals ~ occupations",0.0124585598454103,"permuted"
"animals","animals ~ foods",0.0000242470727684398,"permuted"
"animals","animals ~ occupations",0.0676079898532154,"permuted"
"animals","animals ~ foods",0.0179052172932061,"permuted"
"animals","animals ~ occupations",0.0139364345839523,"permuted"
"animals","animals ~ foods",0.0547292902981384,"permuted"
"animals","animals ~ occupations",0.000338572372606148,"permuted"
"animals","animals ~ foods",0.00326415806549933,"permuted"
"animals","animals ~ occupations",0.0326536761217844,"permuted"
"animals","animals ~ foods",0.0376467739443322,"permuted"
"animals","animals ~ occupations",0.0000771003906258828,"permuted"
"animals","animals ~ foods",0.0247075410875343,"permuted"
"animals","animals ~ occupations",0.0831488509635937,"permuted"
"animals","animals ~ foods",0.0315728284437629,"permuted"
"animals","animals ~ occupations",0.0181106526821763,"permuted"
"animals","animals ~ foods",0.00330487649588818,"permuted"
"animals","animals ~ occupations",0.00531785264329061,"permuted"
"animals","animals ~ foods",0.00660828726008059,"permuted"
"animals","animals ~ occupations",0.0326710143648608,"permuted"
"animals","animals ~ foods",0.0223673946074417,"permuted"
"animals","animals ~ occupations",0.00519116780424651,"permuted"
"animals","animals ~ foods",0.000745849118237608,"permuted"
"animals","animals ~ occupations",0.0000673942510608164,"permuted"
"animals","animals ~ foods",0.0011759357154817,"permuted"
"animals","animals ~ occupations",0.0193568265540708,"permuted"
"animals","animals ~ foods",0.0353622531489976,"permuted"
"animals","animals ~ occupations",0.00853004059934924,"permuted"
"animals","animals ~ foods",0.0314859044376106,"permuted"
"animals","animals ~ occupations",0.0394771532298219,"permuted"
"animals","animals ~ foods",0.0504029115016376,"permuted"
"animals","animals ~ occupations",0.00464512983636772,"permuted"
"animals","animals ~ foods",0.00285941780030168,"permuted"
"animals","animals ~ occupations",0.00978173000132186,"permuted"
"animals","animals ~ foods",0.000638101491603378,"permuted"
"animals","animals ~ occupations",0.0166418949058023,"permuted"
"animals","animals ~ foods",0.0000598872058931981,"permuted"
"animals","animals ~ occupations",0.0033841697538038,"permuted"
"animals","animals ~ foods",0.0476503440056636,"permuted"
"animals","animals ~ occupations",0.00782431600485884,"permuted"
"animals","animals ~ foods",0.0208535093069411,"permuted"
"animals","animals ~ occupations",0.0116398339395694,"permuted"
"animals","animals ~ foods",0.00632367103558193,"permuted"
"animals","animals ~ occupations",0.0312344042449362,"permuted"
"animals","animals ~ foods",0.00680487045014222,"permuted"
"animals","animals ~ occupations",0.000000559436695502853,"permuted"
"animals","animals ~ foods",0.0878001209518758,"permuted"
"animals","animals ~ occupations",0.047121098504806,"permuted"
"animals","animals ~ foods",0.00449920590169947,"permuted"
"animals","animals ~ occupations",0.00150973182872536,"permuted"
"animals","animals ~ foods",0.0611712695004729,"permuted"
"animals","animals ~ occupations",0.170670560802818,"permuted"
"animals","animals ~ foods",0.0125048827269212,"permuted"
"animals","animals ~ occupations",0.09350279328717,"permuted"
"animals","animals ~ foods",0.0661616160798521,"permuted"
"animals","animals ~ occupations",0.0541296543286347,"permuted"
"animals","animals ~ foods",0.00723609757128969,"permuted"
"animals","animals ~ occupations",0.0115312601384307,"permuted"
"animals","animals ~ foods",0.0015817230764598,"permuted"
"animals","animals ~ occupations",0.027738907084344,"permuted"
"animals","animals ~ foods",0.00483647331409593,"permuted"
"animals","animals ~ occupations",0.0421832371128441,"permuted"
"animals","animals ~ foods",0.0370151758663321,"permuted"
"animals","animals ~ occupations",0.00755358801420217,"permuted"
"animals","animals ~ foods",0.0061599672909184,"permuted"
"animals","animals ~ occupations",0.0538262991210435,"permuted"
"animals","animals ~ foods",0.0620076416352588,"permuted"
"animals","animals ~ occupations",0.00200522838970915,"permuted"
"animals","animals ~ foods",0.000385919046113606,"permuted"
"animals","animals ~ occupations",0.00184245463097023,"permuted"
"animals","animals ~ foods",0.0000332608417314575,"permuted"
"animals","animals ~ occupations",0.015482325205183,"permuted"
"animals","animals ~ foods",0.00360809374835637,"permuted"
"animals","animals ~ occupations",0.0206442647034824,"permuted"
"animals","animals ~ foods",0.00243727749575559,"permuted"
"animals","animals ~ occupations",0.000603854577254926,"permuted"
"animals","animals ~ foods",0.00542858546595938,"permuted"
"animals","animals ~ occupations",0.00502314897805727,"permuted"
"animals","animals ~ foods",0.10665743861472,"permuted"
"animals","animals ~ occupations",0.0120379805225938,"permuted"
"animals","animals ~ foods",0.0265834950185647,"permuted"
"animals","animals ~ occupations",0.0046425970706657,"permuted"
"animals","animals ~ foods",0.0205196000949173,"permuted"
"animals","animals ~ occupations",0.126357989168809,"permuted"
"animals","animals ~ foods",0.0205571434716404,"permuted"
"animals","animals ~ occupations",0.00286386300784476,"permuted"
"animals","animals ~ foods",0.00776238844314403,"permuted"
"animals","animals ~ occupations",0.0408175173464518,"permuted"
"animals","animals ~ foods",0.0015141401588441,"permuted"
"animals","animals ~ occupations",0.021150560726891,"permuted"
"animals","animals ~ foods",0.0625682492849904,"permuted"
"animals","animals ~ occupations",0.0217261362068042,"permuted"
"animals","animals ~ foods",0.0266578000546828,"permuted"
"animals","animals ~ occupations",0.119828931549248,"permuted"
"animals","animals ~ foods",0.00465955343816497,"permuted"
"animals","animals ~ occupations",0.000217570473566711,"permuted"
"animals","animals ~ foods",0.0000709923533171928,"permuted"
"animals","animals ~ occupations",0.126575192336826,"permuted"
"animals","animals ~ foods",0.000459817205894045,"permuted"
"animals","animals ~ occupations",0.108112300783898,"permuted"
"animals","animals ~ foods",0.00335059676430684,"permuted"
"animals","animals ~ occupations",0.0236623271225241,"permuted"
"animals","animals ~ foods",0.124317555414807,"permuted"
"animals","animals ~ occupations",0.0190517001572001,"permuted"
"animals","animals ~ foods",0.0512338151771214,"permuted"
"animals","animals ~ occupations",0.0158951398113499,"permuted"
"animals","animals ~ foods",0.00222413011269489,"permuted"
"animals","animals ~ occupations",0.131970029665411,"permuted"
"animals","animals ~ foods",0.073584196865854,"permuted"
"animals","animals ~ occupations",0.0548085559514237,"permuted"
"animals","animals ~ foods",0.291923090873879,"permuted"
"animals","animals ~ occupations",0.000213207687751813,"permuted"
"animals","animals ~ foods",0.14736422962113,"permuted"
"animals","animals ~ occupations",0.00316228029259343,"permuted"
"animals","animals ~ foods",0.00106522579303547,"permuted"
"animals","animals ~ occupations",0.105486470208926,"permuted"
"animals","animals ~ foods",0.0135233008433062,"permuted"
"animals","animals ~ occupations",0.047630495878459,"permuted"
"animals","animals ~ foods",0.0000553185625946429,"permuted"
"animals","animals ~ occupations",0.157611461959232,"permuted"
"animals","animals ~ foods",0.0148464699573232,"permuted"
"animals","animals ~ occupations",0.00285408198449965,"permuted"
"animals","animals ~ foods",0.00867280723502092,"permuted"
"animals","animals ~ occupations",0.0504219272895024,"permuted"
"animals","animals ~ foods",0.173036296553538,"permuted"
"animals","animals ~ occupations",0.0291426938100423,"permuted"
"animals","animals ~ foods",0.178834333622574,"permuted"
"animals","animals ~ occupations",0.0434436628121215,"permuted"
"animals","animals ~ foods",0.164197168335797,"permuted"
"animals","animals ~ occupations",0.02341180614142,"permuted"
"animals","animals ~ foods",0.00293641501469,"permuted"
"animals","animals ~ occupations",0.018359402434781,"permuted"
"animals","animals ~ foods",0.0116777153810862,"permuted"
"animals","animals ~ occupations",0.00895929713132842,"permuted"
"animals","animals ~ foods",0.152011755304644,"permuted"
"animals","animals ~ occupations",0.0329085317111716,"permuted"
"animals","animals ~ foods",0.00134581340867463,"permuted"
"animals","animals ~ occupations",0.000190175598632073,"permuted"
"animals","animals ~ foods",0.000280181985921243,"permuted"
"animals","animals ~ occupations",0.0307646731262789,"permuted"
"animals","animals ~ foods",0.0862939387960328,"permuted"
"animals","animals ~ occupations",0.024559937515861,"permuted"
"animals","animals ~ foods",0.0614378378904007,"permuted"
"animals","animals ~ occupations",0.0000290656465712123,"permuted"
"animals","animals ~ foods",0.00491932565068471,"permuted"
"animals","animals ~ occupations",0.0126802412219749,"permuted"
"animals","animals ~ foods",0.00952140612736403,"permuted"
"animals","animals ~ occupations",0.141951094033753,"permuted"
"animals","animals ~ foods",0.0603485522770819,"permuted"
"animals","animals ~ occupations",0.00701274555134966,"permuted"
"animals","animals ~ foods",0.192286298040813,"permuted"
"animals","animals ~ occupations",0.00622238330949979,"permuted"
"animals","animals ~ foods",0.0265678676036577,"permuted"
"animals","animals ~ occupations",0.0188182479916057,"permuted"
"animals","animals ~ foods",0.013364977823281,"permuted"
"animals","animals ~ occupations",0.00194646133489189,"permuted"
"animals","animals ~ foods",0.0503832035737114,"permuted"
"animals","animals ~ occupations",0.0012567076113553,"permuted"
"animals","animals ~ foods",0.288516638131612,"permuted"
"animals","animals ~ occupations",0.0855230953484003,"permuted"
"animals","animals ~ foods",0.015896313944433,"permuted"
"animals","animals ~ occupations",0.0000323205365582994,"permuted"
"animals","animals ~ foods",0.0000142321048916369,"permuted"
"animals","animals ~ occupations",0.00418166552305647,"permuted"
"animals","animals ~ foods",0.0204070300085529,"permuted"
"animals","animals ~ occupations",0.0519271499221947,"permuted"
"animals","animals ~ foods",0.159567935124894,"permuted"
"animals","animals ~ occupations",0.0430651594356891,"permuted"
"animals","animals ~ foods",0.0110648608256893,"permuted"
"animals","animals ~ occupations",0.175215561746529,"permuted"
"animals","animals ~ foods",0.0179838727438309,"permuted"
"animals","animals ~ occupations",0.000693398942852936,"permuted"
"animals","animals ~ foods",0.0737433628146889,"permuted"
"animals","animals ~ occupations",0.0686936093210979,"permuted"
"animals","animals ~ foods",0.156318567599578,"permuted"
"animals","animals ~ occupations",0.00640172816813552,"permuted"
"animals","animals ~ foods",0.022092751343309,"permuted"
"animals","animals ~ occupations",0.000442656342750309,"permuted"
"animals","animals ~ foods",0.0042453528110857,"permuted"
"animals","animals ~ occupations",0.000472847666925645,"permuted"
"animals","animals ~ foods",0.0493872879797865,"permuted"
"animals","animals ~ occupations",0.00981886386350336,"permuted"
"animals","animals ~ foods",0.0036185539117027,"permuted"
"animals","animals ~ occupations",0.000163754451214518,"permuted"
"animals","animals ~ foods",0.00112491001816758,"permuted"
"animals","animals ~ occupations",0.00338570280832075,"permuted"
"animals","animals ~ foods",0.00170183778168248,"permuted"
"animals","animals ~ occupations",0.000294904489986816,"permuted"
"animals","animals ~ foods",0.00153199599097475,"permuted"
"animals","animals ~ occupations",0.0617096163696634,"permuted"
"animals","animals ~ foods",0.0434738570871688,"permuted"
"animals","animals ~ occupations",0.000308141273369306,"permuted"
"animals","animals ~ foods",0.000324279961043884,"permuted"
"animals","animals ~ occupations",0.00536574705935379,"permuted"
"animals","animals ~ foods",0.331957038842754,"permuted"
"animals","animals ~ occupations",0.0000154566918899569,"permuted"
"animals","animals ~ foods",0.0116196235028959,"permuted"
"animals","animals ~ occupations",0.0939930349102239,"permuted"
"animals","animals ~ foods",0.0000697245880806485,"permuted"
"animals","animals ~ occupations",0.00471857490431117,"permuted"
"animals","animals ~ foods",0.0147983657876543,"permuted"
"animals","animals ~ occupations",0.0949623996706496,"permuted"
"animals","animals ~ foods",0.0224258825436875,"permuted"
"animals","animals ~ occupations",0.0266932415985031,"permuted"
"animals","animals ~ foods",0.000904138692264593,"permuted"
"animals","animals ~ occupations",0.0134464240442751,"permuted"
"animals","animals ~ foods",0.0541778631189202,"permuted"
"animals","animals ~ occupations",0.0118271817421967,"permuted"
"animals","animals ~ foods",0.0144447171856147,"permuted"
"animals","animals ~ occupations",0.0748623459107945,"permuted"
"animals","animals ~ foods",0.0000640000256244037,"permuted"
"animals","animals ~ occupations",0.257175464933217,"permuted"
"animals","animals ~ foods",0.0357510804681018,"permuted"
"animals","animals ~ occupations",0.00099964301424591,"permuted"
"animals","animals ~ foods",0.000727177224613423,"permuted"
"animals","animals ~ occupations",0.0221887191500989,"permuted"
"animals","animals ~ foods",0.000000154492417883116,"permuted"
"animals","animals ~ occupations",0.0341963766466588,"permuted"
"animals","animals ~ foods",0.0518242806433949,"permuted"
"animals","animals ~ occupations",0.0113452433411427,"permuted"
"animals","animals ~ foods",0.00306882632046521,"permuted"
"animals","animals ~ occupations",0.0872316384768549,"permuted"
"animals","animals ~ foods",0.141554687305853,"permuted"
"animals","animals ~ occupations",0.0400293695601047,"permuted"
"animals","animals ~ foods",0.0324465630666624,"permuted"
"animals","animals ~ occupations",0.00038665846588707,"permuted"
"animals","animals ~ foods",0.07091315059919,"permuted"
"animals","animals ~ occupations",0.00402506975257059,"permuted"
"animals","animals ~ foods",0.199192912849718,"permuted"
"animals","animals ~ occupations",0.000036506095424004,"permuted"
"animals","animals ~ foods",0.0448714675787522,"permuted"
"animals","animals ~ occupations",0.000631191586191258,"permuted"
"animals","animals ~ foods",0.0876545229308666,"permuted"
"animals","animals ~ occupations",0.0496813311413762,"permuted"
"animals","animals ~ foods",0.0164277167382162,"permuted"
"animals","animals ~ occupations",0.0226836961730618,"permuted"
"animals","animals ~ foods",0.00738670756402124,"permuted"
"animals","animals ~ occupations",0.00118297262053721,"permuted"
"animals","animals ~ foods",0.0510435337620825,"permuted"
"animals","animals ~ occupations",0.016251542352904,"permuted"
"animals","animals ~ foods",0.0742867243761325,"permuted"
"animals","animals ~ occupations",0.0267372865295809,"permuted"
"animals","animals ~ foods",0.0176556904892367,"permuted"
"animals","animals ~ occupations",0.171357783037464,"permuted"
"animals","animals ~ foods",0.0125587396415951,"permuted"
"animals","animals ~ occupations",0.0894432915881957,"permuted"
"animals","animals ~ foods",0.0143596413178006,"permuted"
"animals","animals ~ occupations",0.0129781426754332,"permuted"
"animals","animals ~ foods",0.00119862804933888,"permuted"
"animals","animals ~ occupations",0.00613039630316912,"permuted"
"animals","animals ~ foods",0.0204203349948436,"permuted"
"animals","animals ~ occupations",0.074030734684479,"permuted"
"animals","animals ~ foods",0.0777801562202588,"permuted"
"animals","animals ~ occupations",0.00123567215675486,"permuted"
"animals","animals ~ foods",0.266230065198681,"permuted"
"animals","animals ~ occupations",0.057366284268638,"permuted"
"animals","animals ~ foods",0.00655149915686951,"permuted"
"animals","animals ~ occupations",0.0301499389426677,"permuted"
"animals","animals ~ foods",0.0187074491728013,"permuted"
"animals","animals ~ occupations",0.00424312872994941,"permuted"
"animals","animals ~ foods",0.0186724325033452,"permuted"
"animals","animals ~ occupations",0.0215699484389628,"permuted"
"animals","animals ~ foods",0.0130265799699521,"permuted"
"animals","animals ~ occupations",0.00446548634352666,"permuted"
"animals","animals ~ foods",0.0254092614798762,"permuted"
"animals","animals ~ occupations",0.102547132539894,"permuted"
"animals","animals ~ foods",0.000140925010106883,"permuted"
"animals","animals ~ occupations",0.0530423813284437,"permuted"
"animals","animals ~ foods",0.0111698019518132,"permuted"
"animals","animals ~ occupations",0.0206243454065827,"permuted"
"animals","animals ~ foods",0.0152150320764791,"permuted"
"animals","animals ~ occupations",0.00955120153657524,"permuted"
"animals","animals ~ foods",0.072040907617037,"permuted"
"animals","animals ~ occupations",0.0475242105884801,"permuted"
"animals","animals ~ foods",0.0460472332568974,"permuted"
"animals","animals ~ occupations",0.00188552547189359,"permuted"
"animals","animals ~ foods",0.0842657556548407,"permuted"
"animals","animals ~ occupations",0.110019531144718,"permuted"
"animals","animals ~ foods",0.00401124978873214,"permuted"
"animals","animals ~ occupations",0.00956217894719006,"permuted"
"animals","animals ~ foods",0.00136924816446541,"permuted"
"animals","animals ~ occupations",0.00131096296192909,"permuted"
"animals","animals ~ foods",0.117895912247677,"permuted"
"animals","animals ~ occupations",0.00535716456221753,"permuted"
"animals","animals ~ foods",0.000128871764759029,"permuted"
"animals","animals ~ occupations",0.0489707566601187,"permuted"
"animals","animals ~ foods",0.0267385630901779,"permuted"
"animals","animals ~ occupations",0.0486084528514142,"permuted"
"animals","animals ~ foods",0.00358943450826011,"permuted"
"animals","animals ~ occupations",0.014536498223602,"permuted"
"animals","animals ~ foods",0.0000276347886968143,"permuted"
"animals","animals ~ occupations",0.000000216228181645219,"permuted"
"animals","animals ~ foods",0.000337510462134593,"permuted"
"animals","animals ~ occupations",0.0218662534655421,"permuted"
"animals","animals ~ foods",0.0180777064250008,"permuted"
"animals","animals ~ occupations",0.00000182958820221177,"permuted"
"animals","animals ~ foods",0.00347788519777351,"permuted"
"animals","animals ~ occupations",0.0318619482040293,"permuted"
"animals","animals ~ foods",0.000134179828966117,"permuted"
"animals","animals ~ occupations",0.0681560040995994,"permuted"
"animals","animals ~ foods",0.0199393709988283,"permuted"
"animals","animals ~ occupations",0.110629705997663,"permuted"
"animals","animals ~ foods",0.00981779782201997,"permuted"
"animals","animals ~ occupations",0.0109064776086959,"permuted"
"animals","animals ~ foods",0.00120567255679851,"permuted"
"animals","animals ~ occupations",0.0813553333175043,"permuted"
"animals","animals ~ foods",0.00366496210986663,"permuted"
"animals","animals ~ occupations",0.0301418843622676,"permuted"
"animals","animals ~ foods",0.0793337828906731,"permuted"
